Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
1;809.792725;792.202332;78.243912;776.51239;992.851624;168.370453;795.380249;679.324768;47.993435;810.46936;699.322388;41.065594;812.823547;1061.723877;425.678864
2;809.811218;792.26062;78.21553;776.480835;992.836487;168.329376;795.417358;679.312561;47.981129;810.807861;699.296875;41.328255;813.000854;1061.818115;425.588348
3;809.716003;792.224365;78.288849;776.507385;992.795166;168.410156;795.43335;679.308472;47.957153;810.714355;699.307434;41.259949;813.068115;1061.773193;425.822906
4;809.746216;792.196228;78.208511;776.473206;992.789429;168.455261;795.358276;679.335144;47.914093;810.878662;699.386292;41.397667;813.028076;1061.746704;425.924591
5;809.785828;792.196777;78.209343;776.467529;992.815796;168.346237;795.415894;679.316528;47.946922;810.897156;699.313782;41.409283;813.056824;1061.879883;425.609619
6;809.795349;792.216187;78.170319;776.447327;992.825256;168.441483;795.406067;679.312012;47.93259;810.975891;699.349609;41.470356;813.124573;1061.772339;425.853851
7;809.840759;792.207947;78.238228;776.503235;992.790161;168.454117;795.385315;679.325134;47.981342;810.642822;699.348389;41.213696;813.050171;1061.707886;425.955811
8;809.789978;792.214355;78.229225;776.436829;992.842163;168.446899;795.408691;679.313538;47.990345;810.585449;699.366028;41.112144;813.066467;1061.703735;425.917725
9;809.821533;792.197083;78.258194;776.491028;992.790527;168.424728;795.416626;679.300659;47.96909;810.466614;699.257813;41.043568;812.974121;1061.63501;425.968872
10;809.789307;792.21283;78.225769;776.416382;992.804443;168.385071;795.344482;679.327881;47.903873;810.404297;699.195007;41.008575;813.10144;1061.815674;425.924957
11;809.788879;792.204956;78.237762;776.462952;992.845215;168.388977;795.37915;679.315552;47.866604;810.174133;699.169495;40.927753;813.152527;1061.853638;425.894165
12;809.816345;792.205444;78.226189;776.411255;992.843201;168.402222;795.412476;679.31604;47.864357;810.089478;699.179443;40.747997;813.213623;1061.825317;425.914063
13;809.848145;792.188354;78.249397;776.431458;992.860107;168.445053;795.396118;679.296997;47.816559;810.071899;699.197876;40.68261;813.155701;1061.845703;425.933441
14;809.811157;792.195251;78.246826;776.4198;992.822571;168.396729;795.401184;679.296448;47.830631;810.54718;699.282654;41.196484;813.195129;1061.82312;425.930145
15;809.810974;792.141174;78.255013;776.462341;992.839661;168.426926;795.360962;679.290405;47.885841;810.775879;699.211426;41.432674;813.283142;1061.807251;425.938232
16;809.772888;792.133789;78.197144;776.43158;992.81134;168.389374;795.313416;679.29718;47.913681;810.952209;699.212524;41.622353;813.308899;1061.846313;425.887268
17;809.825195;792.132385;78.262451;776.412292;992.853882;168.444473;795.306335;679.298889;47.915344;817.439697;697.257813;48.038166;813.323547;1061.899536;425.913239
18;809.855591;792.084778;78.263725;776.445862;992.838257;168.43306;795.348511;679.279358;47.918491;820.667969;696.132263;51.479439;813.391663;1061.924927;425.863342
19;809.770081;792.082214;78.349136;776.424805;992.843262;168.485794;795.313843;679.284973;47.842892;820.707397;696.013306;51.597385;813.406433;1062.036133;425.824127
20;809.81665;792.073059;78.279449;776.407959;992.815247;168.493958;795.277832;679.307251;47.828606;819.976868;696.286377;50.797222;813.36261;1062.079102;425.872223
21;809.683716;792.091797;78.369987;776.383606;992.810303;168.492218;795.275635;679.332886;47.904202;819.480347;696.451904;50.371319;813.397034;1062.182861;425.892487
22;809.697021;792.102966;78.34346;776.360413;992.849243;168.487198;795.222412;679.311829;47.909088;819.425781;696.50061;50.376827;813.538391;1062.195435;425.793732
23;809.747253;792.071228;78.428024;776.299194;992.801392;168.526321;795.224365;679.295959;47.873852;819.52179;696.471252;50.47501;813.572449;1062.270508;425.793884
24;809.72168;792.060913;78.492607;776.250061;992.836243;168.517654;795.14917;679.344543;47.959305;819.509399;696.439148;50.578838;813.566101;1062.394531;425.755859
25;809.625549;792.05957;78.612999;776.014893;992.835327;168.470001;794.842041;679.521423;48.317589;819.456787;696.426575;50.550583;813.567444;1062.464111;425.758301
26;809.428833;792.062012;78.73378;775.912659;992.944702;168.491882;794.689575;679.552429;48.467545;819.402588;696.460205;50.587425;813.567078;1062.577881;425.715057
27;809.376709;792.169983;78.706604;775.813477;993.007263;168.373474;794.609802;679.535767;48.520912;819.335938;696.531372;50.574299;813.651123;1062.694214;425.775452
28;809.319458;792.1922;78.712723;775.636108;993.102905;168.413101;794.750793;679.637634;48.678417;819.193359;696.601746;50.680141;813.642517;1062.768677;425.752289
29;809.210388;792.248291;78.823555;775.530396;993.158203;168.401398;794.772949;679.725769;48.76757;819.003052;696.716309;50.803085;813.648499;1062.893433;425.75235
30;809.288208;792.304932;78.965492;775.374084;993.26593;168.360748;794.674805;679.7677;48.904148;818.927673;696.662354;51.090664;813.744751;1063.003052;425.68457
31;808.983948;792.390564;79.036507;775.441833;993.592957;168.319611;794.582336;679.798096;49.079102;818.741821;696.769165;51.308586;813.801514;1063.214722;425.673798
32;808.768555;792.508301;79.152061;775.124634;993.733582;168.282944;794.457825;679.804993;49.400528;818.506531;696.731323;51.893299;813.818787;1063.320068;425.673004
33;808.639465;792.585205;79.280777;774.838867;994.00293;168.549194;794.288513;679.830872;49.788555;818.412537;696.710022;52.40802;813.86554;1063.509277;425.669495
34;808.526245;792.641235;79.442841;774.524109;994.32251;168.665558;794.094727;679.968201;50.24147;818.414551;696.645874;52.888706;813.992859;1063.645386;425.681885
35;808.37085;792.739258;79.679932;774.319458;994.700745;168.654968;793.872437;680.083618;50.717491;818.235352;696.794434;53.438828;814.050659;1063.853394;425.707733
36;808.2146;792.862549;79.896294;774.132751;995.005981;168.759415;793.430054;680.143311;51.180286;818.076904;696.879944;54.015453;814.142029;1063.989746;425.746216
37;808.118896;793.118164;80.283699;773.93927;995.463745;168.79126;793.071777;680.280396;51.839184;817.850586;696.979004;54.880646;814.278931;1064.295288;425.715302
38;807.742554;793.598694;81.040665;773.865356;996.072693;168.879532;792.503906;680.748169;52.901825;817.281128;697.099121;56.185253;814.395752;1064.450073;425.727631
39;807.630798;794.038391;81.858253;773.909912;996.425659;168.844131;792.054321;681.206055;53.574039;816.791504;697.246765;57.033787;814.421753;1064.664307;425.640411
40;807.402039;794.4729;82.760048;773.790833;996.7771;168.705322;791.794373;681.610901;54.218666;816.406677;697.602417;57.830631;814.500732;1064.893799;425.6138
41;807.026123;795.000854;83.525688;773.668457;997.509888;168.769699;791.093445;681.719788;55.292248;816.080383;698.051453;58.888477;814.658569;1065.115112;425.662262
