Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
1;797.534058;779.056641;134.041855;778.835693;684.717957;72.49221;807.674438;693.826172;74.398834;850.428345;1064.618652;450.449371;821.180908;1028.505127;254.755524
2;797.600098;778.98175;134.071884;778.995239;684.710693;72.330223;807.588989;693.567139;74.312187;850.3349;1064.617188;450.304138;821.139648;1028.569946;254.803604
3;797.636414;779.006592;134.094086;778.998779;684.728271;72.380051;807.53009;693.51947;74.296501;850.343567;1064.541016;450.318695;821.132813;1028.513672;254.821777
4;797.683838;778.946045;134.1306;778.96582;684.70813;72.445168;807.53894;693.568237;74.272774;850.34375;1064.492188;450.289398;821.155579;1028.517944;254.847244
5;797.481384;778.995728;134.017853;778.822021;684.676941;72.410103;807.563354;693.481628;74.294701;850.392639;1064.498535;450.260681;821.188782;1028.414551;254.79129
6;797.491028;779.041809;134.017731;778.732239;684.617859;72.466064;807.514038;693.48053;74.318359;850.357239;1064.40564;450.336975;821.158386;1028.372559;254.88176
7;797.671082;778.942749;134.121964;779.064087;684.50354;72.566292;807.491028;693.559998;74.2985;850.422791;1064.38623;450.351898;821.214905;1028.36084;254.806168
8;797.616333;778.931274;134.091599;778.874695;684.612122;72.484772;807.504028;693.57251;74.288712;850.437012;1064.291748;450.271057;821.108582;1028.370972;254.82637
9;797.459351;779.000244;134.031998;778.790527;684.642944;72.421211;807.546387;693.483948;74.321693;850.433411;1064.261841;450.193146;821.146423;1028.351807;254.945129
10;797.584106;778.916626;134.101959;778.823669;684.627625;72.419891;807.543396;693.465149;74.303093;850.444031;1064.290161;450.215668;821.137451;1028.372681;254.92334
11;797.553711;778.898499;134.074203;778.803894;684.601135;72.408554;807.564941;693.405029;74.315651;850.503967;1064.18457;450.301483;821.138916;1028.376831;254.902969
12;797.46521;778.951416;134.062576;778.722778;684.606873;72.369499;807.571716;693.352539;74.328865;850.568115;1064.190063;450.304901;821.176025;1028.267822;254.911102
13;797.541687;778.887634;134.102737;778.706848;684.503174;72.396118;807.510437;693.434082;74.292519;850.541382;1064.171265;450.211365;821.150818;1028.256592;254.908463
14;797.586304;778.837585;134.192719;778.822632;684.495117;72.438133;807.523621;693.347839;74.305115;850.567444;1064.076172;450.204041;821.128296;1028.266724;254.917557
15;797.658203;778.774048;134.193146;779.069092;684.335693;72.541466;807.566284;693.343567;74.328674;850.499512;1064.064941;450.231018;821.141724;1028.165405;255.05574
16;797.536499;778.769104;134.230179;778.806152;684.423584;72.47612;807.55896;693.381042;74.313766;850.505859;1064.065308;450.319336;820.951355;1028.085449;255.097504
17;797.49585;778.771362;134.194336;778.686096;684.486389;72.448586;807.568787;693.324585;74.319778;850.641724;1064.063232;450.266449;820.876282;1028.062744;255.063675
18;797.350159;778.777771;134.193649;778.68634;684.412598;72.440582;807.529907;693.241699;74.394661;850.707336;1063.977539;450.20752;820.980835;1028.05188;255.096878
19;797.427185;778.7099;134.273743;778.769592;684.384949;72.466927;807.507141;693.292725;74.393417;850.741821;1063.957031;450.274139;821.010376;1028.059082;255.166473
20;797.487244;778.692139;134.272858;778.725525;684.347595;72.490723;807.493835;693.268005;74.357468;850.732727;1063.943848;450.326721;821.006897;1027.978271;255.155838
21;797.349426;778.687256;134.157791;778.65387;684.342651;72.422905;807.491455;693.227234;74.383675;850.758057;1063.933716;450.391602;821.046021;1027.944458;255.147247
22;797.538086;778.596802;134.343933;779.002441;684.199524;72.529839;807.496521;693.210022;74.368324;850.828491;1063.947388;450.366638;821.165161;1027.917358;255.129608
23;797.529358;778.52832;134.348785;779.089783;684.152588;72.561478;807.526123;693.238098;74.368935;850.896301;1063.939819;450.393402;821.243164;1027.899292;255.143967
24;797.496521;778.511719;134.406586;779.098694;684.146423;72.553345;807.532288;693.208252;74.374817;850.852173;1063.944336;450.531067;821.211365;1027.860229;255.201324
25;797.390625;778.592224;134.422577;778.744751;684.311646;72.457825;807.531189;693.197327;74.378334;851.003845;1063.948486;450.441589;821.075073;1027.905151;255.244125
26;797.33844;778.64209;134.341415;778.666016;684.365051;72.468719;807.483521;693.249084;74.387276;851.068359;1063.908081;450.574036;821.093811;1027.895386;255.307236
27;797.505188;778.527649;134.455795;778.97168;684.224854;72.581802;807.460693;693.250977;74.360565;851.042664;1063.955444;450.726746;821.217285;1027.860596;255.300964
28;797.45697;778.556091;134.47702;778.763062;684.320068;72.554413;807.485962;693.228577;74.38456;851.13147;1063.970459;450.767365;821.09082;1027.910889;255.286346
29;797.618896;778.574768;134.711136;778.884338;684.368591;72.527306;807.486023;693.257446;74.3881;851.195862;1063.969482;450.707642;821.028076;1028.00415;255.356445
30;797.390259;778.699585;134.708878;778.931641;684.447937;72.506943;807.557739;693.346802;74.443123;851.335022;1064.012451;450.803894;821.055725;1028.03064;255.399857
31;797.379333;778.716003;134.747559;778.92627;684.506226;72.606377;807.575989;693.361023;74.456528;851.414429;1063.997192;450.943848;821.019531;1028.096436;255.463211
32;797.557922;778.642212;134.945663;779.228333;684.493408;72.749802;807.539429;693.388306;74.521851;851.417297;1063.896729;451.237305;821.117615;1028.170044;255.560516
33;797.530945;778.669739;135.046875;779.411011;684.485413;72.978722;807.641663;693.64856;74.632088;851.522766;1063.896851;451.313049;821.04071;1028.307007;255.491394
34;797.514404;778.784302;135.219955;779.469604;684.544861;73.248947;807.580811;693.733215;74.714569;851.63092;1063.990845;451.32251;820.971497;1028.481323;255.578156
35;797.522522;778.767212;135.42244;779.273499;684.525513;73.722748;807.548889;693.594238;74.892754;851.671082;1063.987183;451.481689;820.917603;1028.611084;255.725388
36;797.589478;778.886414;135.93486;779.280029;684.617981;74.227821;807.540771;693.455505;75.539391;851.740845;1064.050903;451.567169;820.819702;1028.832886;255.776627
37;797.59552;778.992065;136.306686;779.355835;684.715332;74.602478;807.537537;693.433899;76.064941;851.815674;1064.070923;451.569916;820.529907;1029.103271;256.088104
38;797.619568;779.096436;136.654755;779.364441;684.764648;74.864334;807.704224;693.501465;76.741058;851.901184;1064.166382;451.665436;820.259888;1029.443481;256.211975
39;797.648193;779.140259;137.226227;779.493225;684.753662;75.225021;807.721375;693.619141;77.452736;851.940979;1064.376465;451.669495;820.213623;1029.651611;256.275665
40;797.725159;779.1651;137.700775;779.149719;684.950745;75.799995;807.795898;693.633362;78.072891;851.880188;1064.532471;451.792084;820.158386;1029.907227;256.224731
41;797.718079;779.306824;138.232101;779.116882;684.941406;76.28096;807.779907;693.783386;78.84964;851.990295;1064.799927;451.751038;820.175476;1030.280396;256.232269
42;797.801331;779.60498;138.876785;779.373962;685.003357;77.066765;807.78302;693.883118;79.471802;852.03186;1065.094727;451.781586;820.289185;1030.876831;256.093506
43;797.742676;779.993713;139.528778;779.442383;684.955505;78.347549;807.750732;693.937134;80.010818;852.062805;1065.356934;451.772919;820.309143;1031.405029;256.095154
44;797.737183;780.387085;140.265945;779.472351;685.041992;79.577545;807.753723;693.995056;81.135117;852.054443;1065.665894;451.767914;820.401978;1031.916504;256.006042
