Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
1;704.567444;1013.001953;380.545685;813.250732;665.901794;37.520741;792.924622;771.310059;87.817886;826.980896;690.667358;31.368164;697.853699;1048.487671;210.611526
2;704.588562;1013.023926;380.467438;813.488647;665.832275;37.377956;792.905762;771.360291;87.81498;826.793152;690.636108;31.066645;697.893677;1048.48999;210.660889
3;704.599121;1013.096008;380.513977;813.482727;665.634583;36.93222;792.890015;771.317932;87.807724;830.252197;689.889099;35.051964;697.858032;1048.487793;210.621994
4;704.629333;1013.017212;380.515045;813.44458;665.846619;37.313335;792.902344;771.352234;87.814949;833.642334;689.344482;39.185173;697.851257;1048.487549;210.609131
5;705.02301;1013.15155;380.286713;813.381714;665.822205;37.457657;792.925354;771.371704;87.810722;834.566833;689.153625;40.323494;697.891235;1048.48999;210.653931
6;704.757019;1013.138245;380.384949;813.455383;665.594849;37.028175;792.946777;771.381226;87.836517;834.144714;689.212219;39.82338;697.858521;1048.487915;210.620255
7;704.529541;1013.118835;380.477417;813.509338;665.858704;37.20612;792.981262;771.379761;87.873573;833.674255;689.304626;39.261234;697.869995;1048.487549;210.624573
8;704.533203;1013.100159;380.568024;813.412598;665.853271;37.434605;792.957825;771.37085;87.81929;833.541382;689.341431;39.101532;697.874939;1048.487671;210.627518
9;704.990051;1013.246338;380.328156;813.449585;665.727844;37.07449;793.024902;771.365234;87.909019;833.572754;689.356689;39.141773;697.845642;1048.494873;210.645355
10;704.776306;1013.153137;380.374878;813.460938;665.869446;37.32906;793.027893;771.361877;87.942535;833.642883;689.322388;39.223598;697.914001;1048.48291;210.647888
11;704.626038;1013.117065;380.447266;813.435181;665.874268;37.493752;793.008057;771.364868;87.911514;833.680969;689.356995;39.247814;697.918274;1048.480225;210.650208
12;704.606689;1013.095886;380.526733;813.52356;665.844543;37.41782;793.045227;771.380371;87.945175;833.678345;689.371521;39.23872;697.899109;1048.487671;210.687454
