Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
1;933.555176;723.516296;34.82259;1162.421875;882.774231;256.792511;1200.202515;825.874634;438.332214;850.571533;788.34082;33.457485;983.90863;800.504089;67.235504
2;933.69696;723.727112;34.431404;1162.457642;882.759033;256.814972;1200.216431;825.847351;438.35614;850.613342;788.354248;33.382225;983.90863;800.504089;67.235504
3;933.608459;723.84668;34.41185;1162.434692;882.778015;256.786011;1200.212891;825.749695;438.345978;850.629639;788.355652;33.359573;983.913086;800.577637;67.207199
4;933.650513;723.689148;34.479576;1162.447998;882.700867;256.801086;1200.154785;825.648071;438.275726;850.624695;788.354309;33.36779;983.898682;800.615723;67.112869
5;933.577209;723.504822;34.659946;1162.428711;882.661621;256.768341;1200.053955;825.633606;438.331787;850.531189;788.363281;33.355492;983.816528;800.539063;67.136139
6;933.556946;723.367188;34.884087;1162.358521;882.611267;256.804657;1200.034668;825.543823;438.330994;850.535339;788.355774;33.438473;983.805786;800.600891;67.231812
7;933.495972;723.5896;34.658119;1162.294434;882.612793;256.758118;1199.840576;825.487549;438.256653;850.520142;788.377686;33.400681;983.754639;800.584595;67.324486
8;933.521606;723.714905;34.513306;1162.254028;882.469666;256.655731;1199.894775;825.438721;438.350494;850.539978;788.382996;33.352066;983.739563;800.594177;67.24614
9;933.515137;723.737122;34.499725;1162.173706;882.409851;256.686401;1200.093628;825.285095;438.24115;850.483032;788.475159;33.396564;983.744934;800.621033;67.260513
10;933.52478;723.709534;34.536716;1162.117188;882.358154;256.746124;1199.776245;825.24176;438.309052;850.43512;788.5;33.471867;983.667725;800.60498;67.287231
11;933.523193;723.693176;34.554722;1162.067993;882.249084;256.741272;1199.722656;825.139404;438.432373;850.493103;788.529297;33.322117;983.667236;800.604797;67.193924
12;933.489624;723.666199;34.560238;1162.05603;882.089722;256.834015;1199.696045;825.093872;438.391113;850.506531;788.625061;33.281048;983.651306;800.573425;67.216324
13;933.516052;723.680786;34.54459;1162.01123;881.965637;256.896484;1199.730591;824.976013;438.467896;850.439087;788.624634;33.408108;983.591614;800.595459;67.254372
14;933.456543;723.572876;34.640808;1162.038818;882.015686;256.977478;1199.661987;824.902466;438.424164;850.374695;788.613281;33.499886;983.61792;800.641479;67.200386
15;933.524719;723.631653;34.599846;1162.059937;881.672119;257.091736;1199.592773;824.763733;438.473267;850.340942;788.749207;33.469479;983.639404;800.606934;67.21524
16;933.587036;723.671387;34.55674;1161.954712;881.650879;257.134521;1199.533691;824.66156;438.537292;850.41217;788.93219;33.278294;983.703674;800.634033;67.217499
17;933.598083;723.677612;34.544857;1161.910034;881.50647;257.118011;1199.544312;824.514832;438.524384;850.495544;788.964783;33.159863;983.418579;800.583374;66.800186
18;933.567566;723.436768;34.639565;1161.947632;881.380554;257.167755;1199.427612;824.35321;438.549164;850.526001;789.026733;33.148514;983.580017;800.584167;67.136864
19;933.567932;723.311707;34.770309;1161.98291;881.203003;257.194824;1199.408813;824.040344;438.661713;850.474487;789.162292;33.232655;983.635132;800.631287;67.288956
20;933.624512;723.44873;34.601921;1162.031738;881.016235;257.253754;1199.322998;824.059387;438.611603;850.120911;789.383179;33.383625;983.630676;800.644043;67.284302
21;933.72522;723.447815;34.511738;1162.079834;880.784912;257.224213;1199.291992;823.942444;438.633698;849.693726;789.602966;33.762455;983.636536;800.718994;67.293839
22;933.736084;723.345337;34.529392;1162.152466;880.647705;257.279663;1199.136108;823.787231;438.638245;849.330139;790.092712;33.988968;983.482117;800.563965;67.020981
23;933.769653;723.280579;34.573597;1162.180054;880.492065;257.29541;1199.045776;823.663879;438.592255;849.022888;790.641418;34.153526;983.526611;800.589355;67.272812
24;933.905334;723.130432;34.724445;1162.189209;880.310425;257.296478;1198.93042;823.481079;438.606537;848.854797;791.251953;34.249874;983.478394;800.598816;67.483002
25;933.933655;722.914978;34.798634;1162.248047;880.141968;257.329346;1198.757446;823.303528;438.596649;848.742737;791.94043;34.316124;983.366943;800.548035;67.450661
26;933.843201;722.682739;34.879494;1162.286621;880.017517;257.316589;1198.677979;823.09137;438.555176;848.71875;792.681641;34.298904;983.243164;800.508057;67.612656
27;933.97522;722.480286;34.826839;1162.337402;879.928162;257.33902;1198.473267;822.945801;438.456482;848.414368;793.305298;34.216656;982.935974;800.310181;67.966034
28;934.121277;722.112671;34.666782;1162.438965;879.869934;257.320831;1198.10083;822.875977;438.188629;848.109192;794.391602;34.212887;982.593872;800.209656;68.375755
29;933.798706;721.269043;35.384548;1162.774414;879.668884;257.157562;1197.882324;822.673157;438.121704;847.221375;795.602295;34.853809;981.790283;799.790527;69.632828
30;934.419617;720.51532;35.515427;1163.196045;879.532959;256.997223;1197.768555;822.545288;438.100677;846.408569;796.933716;35.434597;981.609314;799.803833;69.617332
31;934.935791;719.789124;35.555546;1163.441528;879.384033;256.83252;1197.540283;822.418457;438.119629;846.282837;798.293701;35.214363;981.569824;799.682007;69.652878
32;935.276733;719.163086;36.072784;1163.645142;879.271362;256.592041;1197.347412;822.25885;438.10025;846.090698;800.06427;34.681622;981.40741;799.57196;69.881073
33;935.702209;718.217285;36.389381;1163.859741;879.195862;256.398773;1197.068237;822.158325;438.064148;846.039185;801.270691;34.683392;981.01123;799.49231;70.504868
34;936.176758;717.516357;36.581551;1163.942505;879.074158;256.356354;1197.002197;822.082336;438.095062;844.937256;801.986084;35.836498;980.342896;798.91803;71.411491
35;936.293213;716.668213;37.892155;1164.168701;878.913635;256.241852;1196.558105;821.904541;438.171143;844.148438;802.65918;36.773891;979.66272;798.475586;71.939972
36;935.888245;715.538574;39.648243;1164.308105;878.72937;256.149323;1196.305664;821.803284;438.10968;844.036255;802.920837;37.827477;978.932373;797.825562;73.002739
37;935.841675;714.51123;40.290703;1164.293701;878.622803;256.007629;1196.033813;821.763977;438.024231;843.861938;803.057495;38.919537;978.317871;797.415283;73.846992
38;935.746704;713.414368;41.192707;1164.230713;878.482666;255.973663;1195.820068;821.701782;437.851959;843.343323;803.28833;40.479954;977.650574;796.84668;75.005798
39;935.365601;712.254456;43.078232;1164.26416;878.289551;255.898346;1195.561279;821.616638;437.705597;842.078491;803.323608;42.496693;977.102478;796.242004;75.957932
40;935.089417;711.060974;44.64566;1164.132202;878.098511;255.771378;1195.112793;821.530273;437.75177;840.886414;803.333557;45.195839;976.273621;795.563049;77.003052
41;934.339478;709.733643;46.649002;1164.005615;877.834351;255.630829;1195.048218;821.522217;437.465576;839.470337;803.068237;47.619358;975.547485;794.849854;77.756721
42;933.424011;708.490601;48.527721;1163.823486;877.535156;255.435104;1194.835571;821.332947;437.228821;838.774902;802.9328;49.468582;974.531372;793.876282;79.329041
43;932.733826;707.342651;50.896851;1163.599365;877.362366;254.999512;1194.378296;821.28479;436.957703;837.681274;802.456055;51.83559;973.242493;792.740601;80.697769
44;932.041382;705.557983;52.962204;1163.334595;877.034668;254.712616;1193.938232;821.245972;436.796143;836.703674;801.873169;54.091209;971.993225;791.884583;81.931961
45;931.044434;704.243408;54.723507;1163.11438;876.70459;254.384064;1193.481445;821.193115;436.566925;835.645081;800.82196;56.664867;971.085754;790.950073;83.282196
46;930.030334;702.602844;57.502907;1163.163696;876.369446;254.263077;1193.103271;821.035645;436.296021;835.05426;799.829102;58.262989;969.980103;789.536987;84.868629
47;928.870605;700.5849;60.430695;1163.003784;876.004211;254.003891;1192.772339;820.93219;436.04248;833.553528;798.876221;60.885464;968.7229;788.131104;86.301788
48;927.82074;699.077576;62.528038;1162.651367;875.781555;253.510056;1192.443481;820.883484;435.846069;831.808777;797.571594;63.254097;967.767822;787.060913;87.785637
49;926.811401;697.152466;65.553963;1162.323242;875.374268;253.128357;1192.156128;820.712891;435.666351;830.667786;796.04071;65.602608;966.373535;785.394348;89.472786
50;925.532593;695.528809;68.077477;1162.054565;874.829773;252.706207;1191.903564;820.530396;435.433563;828.978149;794.759399;67.976898;965.031982;783.914429;91.020149
51;924.25238;693.394226;70.993439;1161.818359;874.015808;252.236481;1191.640259;820.364258;435.162415;827.687012;793.32843;70.434204;963.571411;782.536316;93.251991
52;922.703613;691.433899;74.159012;1161.498169;873.303711;251.912872;1191.391235;820.11322;434.888306;826.457947;791.791138;72.387276;962.019043;780.739502;94.762505
53;921.408813;689.424988;76.976471;1160.887207;872.825195;251.4104;1191.032715;819.867004;434.518829;825.230835;790.458984;74.882683;960.65509;779.233643;96.160309
54;919.869385;687.582092;80.218765;1160.123413;872.411804;251.008301;1190.681763;819.645203;434.046936;823.393921;788.707214;76.791641;958.964783;777.221375;98.139938
55;918.619934;685.390503;83.164124;1159.401611;871.621094;250.608658;1190.306763;819.387695;433.57901;822.075378;786.999878;78.2939;957.453796;775.514709;100.120453
56;916.9422;683.729004;86.461983;1158.822754;870.579041;250.085083;1190.089844;819.184204;433.074341;820.418518;785.385132;80.492798;955.743591;773.579407;102.024765
57;915.289917;681.399841;89.736763;1158.221069;869.822815;249.570633;1189.84729;818.938232;432.794952;818.813477;783.572998;81.851936;953.962952;771.79657;103.764977
58;913.767761;679.223022;93.256729;1157.571289;869.146545;248.983322;1189.312012;818.671204;432.365723;817.236572;781.74585;84.339172;952.263672;769.773376;105.378044
59;912.224487;677.362793;95.816162;1156.539673;868.316589;248.131058;1188.765381;818.332336;431.921509;815.414124;780.067078;86.249084;950.934998;767.960266;106.813988
60;910.867676;675.324402;98.622581;1155.754395;867.097839;247.698227;1187.986084;818.075806;431.555481;814.148804;778.131958;87.858002;948.835144;766.032837;108.383293
61;909.481018;672.995239;101.835411;1154.991455;866.266968;246.954391;1187.257202;817.750244;431.0448;812.545471;775.985901;89.542183;947.478699;763.992493;109.904289
62;907.935547;671.175537;104.281128;1154.060425;865.219543;246.278229;1186.894531;817.289063;430.631317;811.00592;773.898071;91.513565;945.633545;762.071594;111.465332
63;906.041992;668.888855;106.641251;1152.707397;864.122925;245.58252;1186.37439;816.781677;430.126862;809.479309;771.476501;93.578857;944.64563;760.095703;112.197281
64;904.657288;666.864746;108.685745;1151.751831;863.169312;245.176117;1185.596069;816.405029;429.632233;807.719849;769.350098;95.481529;942.707336;757.948059;113.970207
65;903.182434;664.551636;110.916374;1150.770386;862.044434;244.607941;1184.685425;816.075012;429.067169;806.447021;767.043213;97.347237;941.382996;755.915588;114.816566
66;901.26593;662.466736;112.517448;1149.352539;860.735535;244.015961;1183.819214;815.71814;428.422089;804.595947;764.459351;99.238358;939.623169;753.778931;115.88385
67;900.328491;660.323547;113.707352;1148.259521;859.783875;243.473907;1183.013306;815.39093;427.799957;802.941406;762.40033;101.102768;938.765869;751.758606;116.713814
68;898.896057;657.936584;115.219406;1147.352295;858.520203;242.814499;1182.364014;814.836975;427.389862;801.321472;759.856445;102.44371;936.544861;749.490601;117.925423
69;896.981628;655.945313;116.607513;1146.10437;857.104309;241.993774;1181.132324;814.346252;426.749084;799.743042;757.817017;104.029991;935.078796;747.648071;118.343529
70;895.316528;654.004089;117.45105;1144.880249;856.309448;240.926849;1179.874878;813.888367;426.324615;797.839722;755.644043;105.383171;933.750488;745.488281;118.786316
71;893.194519;651.770752;118.620644;1143.430786;854.870605;240.136383;1178.941895;813.567932;425.714478;796.249939;753.748291;106.439644;931.89563;743.473022;119.919456
72;891.218811;649.908813;120.014778;1141.822998;853.753113;239.587051;1177.973999;813.173828;425.199921;794.60321;751.722778;107.642883;930.255127;741.371765;120.714951
73;889.263672;648.382813;120.822289;1140.192749;852.742065;238.87413;1176.7146;812.684143;424.480103;793.259827;749.875305;108.374214;929.054626;739.705505;121.089638
74;887.292603;646.791687;121.587868;1138.55603;851.141235;238.360672;1175.658203;812.131958;423.835541;791.097961;748.184204;109.140991;927.038025;737.807007;121.626373
75;885.357849;644.645142;123.032494;1137.770142;849.969604;237.938034;1174.861938;811.631042;423.14978;789.727051;746.981201;109.676323;925.341492;736.264343;122.011314
76;883.648315;643.04126;123.302315;1136.380371;848.564575;237.122772;1173.53772;811.101013;422.531982;788.106689;745.236023;110.482864;923.252258;734.675476;122.701164
77;881.120483;641.601135;124.011848;1134.96228;847.244629;236.308517;1172.028687;810.723145;421.745392;786.468384;744.084534;111.300743;921.597168;732.817688;123.285324
78;879.368469;639.915466;124.485031;1133.543457;846.206299;235.835602;1170.943848;810.275391;421.240417;784.751648;742.59375;111.793144;920.180298;731.204529;123.386391
79;877.506958;638.324341;124.604958;1131.578735;844.734985;235.16658;1169.9021;809.819885;420.692413;782.954895;741.202454;112.013863;918.232056;729.539734;123.817322
80;874.91687;636.899597;124.632378;1129.933105;843.674622;234.815811;1168.290039;809.232056;419.692322;781.415222;740.191345;112.556305;916.329407;728.075989;123.909416
81;872.820618;635.571106;124.755684;1128.429443;842.434021;233.811554;1167.134277;808.646729;419.352234;779.754395;738.687866;112.599113;914.753967;726.32605;124.002213
82;871.015869;633.814575;124.479065;1127.120117;840.999939;232.852432;1166.030151;808.410767;418.861511;778.544983;737.192139;112.396988;913.45874;724.911743;123.855064
83;869.454468;632.119751;123.969902;1126.173584;839.904724;231.910461;1164.536133;807.847534;418.048676;776.996765;735.80127;112.25119;911.919128;723.229736;123.110405
84;867.837891;630.594849;123.103256;1124.352295;838.421936;231.299759;1163.13269;807.372681;417.595764;775.901672;733.956543;112.244698;910.871094;721.732422;122.559303
85;865.656738;629.179871;122.56942;1122.668335;837.468994;230.841827;1162.285278;806.64624;416.926361;773.917664;732.398621;112.868179;908.912903;720.277405;122.723427
86;863.447083;628.007263;121.939796;1120.803345;836.076599;230.400253;1160.557739;806.150024;416.388336;772.152893;730.514038;113.308327;907.231384;718.697876;122.736816
87;861.509155;626.411011;121.221313;1119.26001;834.75354;229.620728;1158.969849;805.601135;415.942993;770.609314;728.692993;113.39859;905.425964;717.424927;122.198814
88;860.279358;625.020508;119.335587;1118.06189;833.838074;229.047302;1157.827881;805.195801;415.572876;768.977905;726.546997;114.062569;904.023315;716.076843;121.83223
89;858.334534;623.644043;118.14077;1117.015991;832.016113;228.537308;1156.161743;804.687195;414.905365;767.085693;724.311768;114.594154;902.490723;714.699829;121.295242
90;856.739624;621.932251;117.029419;1115.505859;830.922119;228.146713;1154.916382;803.972534;414.309082;765.870605;722.259216;114.225769;901.014709;713.44574;120.588646
91;854.386108;620.677917;115.220337;1113.409546;829.951111;227.951981;1153.518799;803.423401;413.868164;764.294983;719.803162;113.856102;899.68219;711.931763;119.734665
92;852.241089;619.868164;113.29657;1111.788818;828.633118;227.451965;1152.036377;802.821716;413.486206;763.309692;717.631348;113.511467;898.432739;710.870728;118.783447
93;849.519409;618.781982;111.192856;1110.403564;827.721741;226.523834;1150.447266;802.247803;413.046204;762.007263;715.645264;113.457214;897.229553;709.774109;117.961113
94;846.981323;617.935059;108.379173;1108.795532;826.891602;226.132675;1149.242065;801.552979;412.851074;760.618408;713.276306;112.419579;895.768677;708.174561;117.505135
95;843.692932;617.393921;105.831757;1107.241211;825.670898;225.808777;1147.69812;801.030457;412.290436;759.838989;711.282349;111.736641;893.66803;707.0802;117.003685
96;841.058838;616.942139;102.616722;1105.747559;824.581848;225.497559;1146.112549;800.669434;411.866089;758.9101865;708.9880069999999;110.6374245;892.447083;706.229004;116.470413
97;837.499695;616.590088;100.041466;1104.433838;824.074097;224.831909;1144.796631;800.169128;411.58905;757.981384;706.693665;109.538208;891.159729;704.829163;115.868561
98;834.440613;616.489624;96.993103;1102.737183;823.281555;224.60083;1143.159058;799.53241;410.978027;756.943787;704.487305;108.100075;889.338989;703.83429;115.292282
99;831.219727;616.499329;94.732964;1101.484619;822.142578;224.375885;1141.418213;798.893616;410.333405;756.018677;702.021912;107.243668;888.296875;702.853394;114.788788
100;828.311584;617.103638;92.476143;1099.823853;821.515076;224.079224;1140.015015;798.484741;410.150085;755.108887;699.771423;105.48822;887.307922;701.488708;114.405655
101;826.526062;617.725037;90.632477;1098.738525;820.989441;223.669327;1138.199829;798.169861;410.032898;754.9416200000001;696.59671;103.3869245;886.049072;700.462341;113.578224
102;825.591309;617.489075;89.495132;1097.685425;820.404053;223.151169;1136.607544;797.922668;409.458191;754.774353;693.421997;101.285629;884.473083;699.788818;113.198021
