Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
1;801.786804;659.546326;37.026505;813.354248;757.800171;100.458153;707.407959;1053.855713;452.951904;831.19574;679.876709;39.778378;;;
2;810.250549;680.319458;23.386292;813.357727;757.810791;100.463036;707.522156;1053.844604;453.013672;;;;;;
3;;;;813.299744;757.875854;100.415611;707.483887;1053.831421;453.08139;;;;801.826538;659.494507;36.838028
4;831.222229;679.75415;39.85675;813.208435;757.937439;100.791542;707.451416;1053.729858;453.129639;;;;800.724121;649.255676;43.929237
5;831.261597;679.756775;39.895725;813.322021;757.88147;100.436852;707.445679;1053.713013;453.135864;;;;802.065735;649.760864;43.902298
6;831.25061;679.746765;39.886391;813.419434;757.819031;100.352737;707.438965;1053.712036;453.076447;;;;801.637695;658.022339;38.421597
7;831.27887;679.750916;39.812702;813.367554;757.809326;100.283646;707.471008;1053.628418;453.035492;;;;801.959229;660.558838;35.962379
8;831.276978;679.758789;39.784431;813.394897;757.803833;100.338425;707.47644;1053.604736;453.129791;;;;801.990601;660.078369;36.229542
9;831.287476;679.75885;39.768143;813.436462;757.807251;100.375252;707.435608;1053.604858;453.133331;;;;801.837402;659.546387;36.849293
10;831.276184;679.759155;39.786381;813.438354;757.802124;100.365372;707.479492;1053.521362;453.106903;;;;801.789612;659.458008;36.939522
11;831.27478;679.757751;39.795845;813.433777;757.801575;100.357712;707.497559;1053.504883;453.146393;;;;801.826782;659.500122;36.864498
12;831.293579;679.754089;39.781406;813.283691;757.923401;100.737053;707.466614;1053.509766;453.080719;;;;801.787048;659.502563;36.879814
13;831.304626;679.657104;39.823067;813.245422;757.940125;100.83255;707.506531;1053.405884;453.133759;;;;801.83429;659.522949;36.836613
14;831.320923;679.713013;39.81403;813.456299;757.814026;100.375641;707.478882;1053.391602;453.100708;;;;801.813049;659.539063;36.923241
15;831.314453;679.65686;39.834908;813.517273;757.797424;100.237198;707.516846;1053.31189;453.121704;;;;801.787598;659.506653;36.910645
16;831.321777;679.626526;39.854088;813.50531;757.804749;100.261429;707.521606;1053.30603;453.064301;;;;801.756775;659.395508;36.969616
17;831.375122;679.63385;39.878052;813.52356;757.804749;100.293091;707.486267;1053.285522;453.139679;;;;801.811707;659.39917;36.888744
18;831.354553;679.625061;39.878696;813.547913;757.768799;100.30098;707.481567;1053.224365;453.080383;;;;801.871216;659.416687;36.871216
19;831.3302;679.626587;39.862507;813.591797;757.748962;100.235153;707.549377;1053.214722;453.130768;;;;801.753418;659.404663;36.926281
20;831.318787;679.631897;39.849796;813.612244;757.765259;100.221703;707.535522;1053.202148;453.159637;;;;801.782898;659.400635;36.93438
21;831.317566;679.633911;39.84708;813.631348;757.801331;100.204475;707.522949;1053.199219;453.200317;;;;801.807495;659.388306;36.880741
22;831.320679;679.632813;39.850147;813.610229;757.816528;100.202141;707.502747;1053.18335;453.218536;;;;801.768372;659.385132;36.958118
23;831.308655;679.624207;39.805569;813.607422;757.768677;100.201477;707.561584;1053.105347;453.149628;;;;801.789673;659.363037;36.905529
24;831.306519;679.635071;39.827351;813.609924;757.757751;100.20285;707.585327;1053.106934;453.147217;;;;801.799316;659.388;36.85606
25;831.302795;679.627808;39.801277;813.610779;757.760193;100.202995;707.609558;1053.104004;453.119843;;;;801.843811;659.406555;36.881588
