Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
1;846.510925;775.161621;113.525505;825.233337;680.725586;78.478561;958.858887;1035.611938;381.035126;909.940247;1005.519348;228.496353;800.560364;681.063965;71.828079
2;846.457031;775.127075;113.464386;825.203369;680.718201;78.512657;958.904663;1035.610596;381.028595;909.925659;1005.524414;228.508255;800.505066;681.055115;71.717316
3;846.409912;775.13269;113.417435;825.20282;680.710571;78.489716;958.91803;1035.524536;380.993225;910.006165;1005.514404;228.526352;800.512512;681.083252;71.741859
4;846.469299;775.104614;113.448608;825.205139;680.711487;78.480743;958.940918;1035.504272;381.007202;909.993958;1005.419739;228.464966;800.469849;681.109497;71.818153
5;846.392151;775.126343;113.394226;825.17804;680.685852;78.549324;958.956665;1035.510254;380.977112;910.052307;1005.395447;228.471481;800.486145;681.057922;71.747688
6;846.354736;775.12323;113.385979;825.175964;680.671326;78.540718;958.926331;1035.512329;381.009979;910.0354;1005.407288;228.505966;800.471497;681.063599;71.802483
7;846.354614;775.12085;113.390045;825.074646;680.674072;78.537888;958.904907;1035.511963;381.031494;910.030701;1005.404907;228.517319;800.481628;681.088318;71.771416
8;846.367737;775.080322;113.380333;825.062378;680.658325;78.515244;959.005554;1035.530396;380.971344;910.047058;1005.374756;228.563385;800.386108;681.062622;71.8265
9;846.335083;775.0896;113.449776;825.070068;680.663269;78.539619;959.069946;1035.524048;380.884094;910.102051;1005.369324;228.515747;800.355042;681.03949;71.830315
10;846.312195;775.092773;113.4673;825.041016;680.660339;78.538902;959.07019;1035.53125;380.910706;910.120789;1005.393066;228.452026;800.358948;681.03418;71.784073
11;846.319092;775.080017;113.435883;825.036255;680.653931;78.508698;959.052307;1035.526489;380.949921;910.088989;1005.385376;228.488846;800.386047;681.040466;71.771484
12;846.284973;775.016296;113.520607;825.036499;680.657166;78.515205;959.016541;1035.592285;380.960815;910.057922;1005.354065;228.55722;800.328674;681.039246;71.798973
13;846.265808;774.94519;113.579292;825.036987;680.659729;78.525757;959.07251;1035.650269;380.942719;910.09082;1005.356323;228.537354;800.242859;681.012695;71.849976
14;846.262207;774.934448;113.575974;824.643188;680.580017;78.330627;959.07782;1035.640869;380.948334;910.10321;1005.367615;228.515945;800.179016;680.950928;71.859734
15;846.234192;774.89679;113.601532;824.619019;680.585449;78.37442;959.080627;1035.631348;380.967194;910.10376;1005.381775;228.49852;800.171692;680.933411;71.820793
16;846.196472;774.874023;113.66407;824.780884;680.593323;78.453278;959.18219;1035.647949;380.944214;910.082581;1005.381165;228.522308;800.170288;680.921875;71.788681
17;846.124939;774.898193;113.770752;824.869019;680.554138;78.514854;959.250427;1035.644897;380.953278;910.065674;1005.348816;228.606705;800.169312;680.934753;71.861618
18;846.083252;774.861389;113.851494;824.868958;680.605835;78.535156;959.317688;1035.640015;380.987244;909.835388;1005.267273;228.970276;800.128052;680.914795;71.894714
19;846.011353;774.741028;113.986221;824.86908;680.620422;78.52916;959.357971;1035.764648;380.927856;909.710022;1005.25769;229.095795;800.067993;680.923462;71.874832
20;846.047119;774.791809;114.090912;824.538025;680.730408;78.322121;959.467957;1035.791382;380.920593;909.691589;1005.338562;229.11734;799.933838;680.929321;71.858162
21;845.968018;774.792419;114.215599;824.681152;680.738708;78.551331;959.668701;1035.792358;380.928619;909.637207;1005.356689;229.161453;799.881897;681.033264;71.891403
22;845.861816;774.856018;114.365807;824.646301;680.719543;78.670006;959.754089;1035.893311;380.904877;909.57782;1005.515259;229.270905;799.847412;681.056274;71.929596
23;845.741821;774.906372;114.583221;824.43927;680.854675;78.667168;959.951965;1036.026733;380.906403;909.512756;1005.65332;229.325165;799.703674;681.145935;71.939476
24;845.75415;774.943604;114.885048;824.4328;681.046997;78.80146;960.024231;1036.150391;380.867798;909.422729;1005.868469;229.406815;799.640015;681.176147;71.954849
25;845.695801;775.126648;115.203529;824.388062;681.120361;78.916039;960.191772;1036.287354;380.904877;909.317261;1006.04895;229.54747;799.541443;681.279907;72.071587
26;845.55542;775.264954;115.459251;824.295715;681.233643;79.026138;960.387817;1036.437256;380.821472;909.305176;1006.355652;229.695282;799.38446;681.398438;72.107544
27;845.364441;775.469543;115.729469;823.666138;681.276184;79.017151;960.5578;1036.576172;380.79541;909.135986;1006.77887;229.834;799.138611;681.555481;72.020912
28;845.206299;775.730713;116.050568;823.792236;681.73053;79.163986;960.638794;1036.833008;380.75885;909.15155;1007.158386;229.927689;798.979004;681.798401;72.002663
29;844.966919;776.132751;116.497314;823.706909;682.021729;79.372864;960.800598;1037.095459;380.68631;909.060059;1007.566589;230.001556;798.808594;682.051575;72.213043
30;844.440674;776.665222;117.009987;823.399475;682.344482;79.639793;960.942261;1037.401367;380.787048;909.121948;1008.002136;230.182297;798.630859;682.434875;72.329788
31;844.319763;777.04541;117.177109;822.642761;682.691833;80.469978;960.976501;1037.805176;380.941528;909.157837;1008.442017;230.366928;798.32489;683.015747;72.592331
32;844.027832;777.514587;117.485695;822.103821;683.328979;80.891876;961.0047;1038.210693;381.075439;909.141785;1008.843933;230.516525;797.42572;683.34021;73.598648
33;843.5849;778.07373;117.89859;821.660278;683.988953;81.391045;961.009766;1038.741211;381.233185;909.116516;1009.469055;230.660507;796.921509;684.159119;74.181137
34;843.171204;778.653198;118.515366;821.149902;684.801025;82.125069;961.05304;1039.187378;381.38739;909.322327;1010.311462;230.557114;797.366272;685.093506;74.585632
35;842.782349;779.531189;119.256607;820.742554;685.323181;83.084999;961.116089;1039.575684;381.5625;909.449585;1011.312622;230.542007;796.228577;685.803284;75.97821
36;842.113403;780.575989;120.238106;819.908081;686.102417;84.166458;961.332703;1039.938477;381.714172;909.630737;1012.252258;230.611069;795.37915;686.511536;76.767532
37;841.549866;781.487122;120.723602;819.151245;686.993103;84.897713;961.541443;1040.401611;381.828461;909.59552;1013.249084;230.871399;794.703003;687.553467;77.497917
38;840.882385;782.324158;121.340385;818.448242;688.102112;85.911041;961.819153;1041.085815;381.935699;909.641113;1014.444275;231.040344;793.889221;688.828918;78.863815
39;840.230591;783.407043;122.210411;817.339478;689.1922;87.319702;962.137695;1041.731689;381.978546;909.638733;1015.753296;231.158966;792.165405;689.420654;81.159813
40;839.495728;784.846313;123.443169;816.376587;690.27179;88.477539;962.450317;1042.47644;381.89328;909.86438;1016.709045;231.030075;791.496582;690.729797;81.629456
41;838.639526;786.059448;124.17775;814.963806;691.456482;90.088287;962.640381;1043.129883;382.118134;910.131775;1017.950195;231.131012;790.985901;692.247375;82.641479
42;837.759033;787.244751;125.179314;814.105835;692.863831;91.156708;962.737366;1043.724243;382.292755;910.407104;1019.465393;231.220627;789.270203;693.403564;84.451187
43;836.939087;789.0495;126.327255;812.84198;694.243042;92.47258;962.769714;1044.259033;382.424194;911.034912;1021.024414;230.799713;787.943054;695.107178;85.533516
44;835.722595;790.511414;127.188568;811.358337;695.716858;93.956108;962.713318;1045.01062;382.616791;911.348633;1022.515747;231.181091;786.788086;696.703918;86.764275
45;834.802917;791.969849;128.2966;809.747437;697.410522;95.20414;962.930542;1045.837158;382.900696;911.271362;1023.773315;231.405563;785.21698;698.366577;88.352112
46;833.582153;793.762329;129.328705;808.065002;699.04303;96.758072;963.09906;1046.66394;383.122009;911.63562;1025.419312;231.550247;784.004578;700.40686;89.983543
47;832.374084;795.475037;130.901428;806.143921;700.891602;98.261337;963.726868;1047.457031;382.696472;912.026245;1027.162964;231.664566;782.133667;702.115356;91.396416
48;831.101257;797.614075;132.468399;804.679504;702.769226;100.245277;963.925964;1048.409668;382.80957;911.947571;1029.241089;232.197617;779.483154;703.804932;93.686859
49;829.814758;799.337769;133.551056;802.805176;704.817932;102.070648;964.080933;1049.580688;383.071075;911.742493;1031.249023;232.597717;777.669861;705.864807;95.739586
50;828.414368;801.675598;135.539429;801.127014;706.667603;103.839806;964.424744;1050.580078;383.154663;911.948608;1032.953857;232.516983;776.006897;707.759888;97.68589
51;826.958435;803.45575;136.833328;799.250427;708.981445;105.658058;964.535706;1051.426147;383.179688;912.450989;1034.879028;232.535599;774.566956;710.448608;98.76062
52;825.508484;805.88623;138.53125;797.01178;711.124023;107.544807;964.596069;1052.558472;383.416931;913.116821;1036.990723;232.381607;772.61676;712.500366;100.741295
53;823.979309;807.920654;139.748825;794.204346;713.575745;109.251305;964.789734;1053.800415;383.448334;913.226685;1038.952026;232.848953;771.1521;715.434326;102.575172
54;822.219238;810.436951;141.374542;792.862427;715.865356;110.925133;965.099915;1054.868652;383.445313;913.112915;1041.022339;233.703079;768.406982;717.874634;104.524063
55;820.407043;812.991516;142.94104;790.761597;718.449585;113.132202;965.406433;1055.99292;383.390686;913.261536;1043.067749;233.820419;766.187256;720.228638;106.100555
56;818.746826;815.349182;144.079849;788.485962;720.965576;115.397835;965.545349;1057.129272;383.515106;913.645325;1045.42395;233.848099;764.195251;723.030884;107.996155
57;816.964172;818.372192;145.802628;786.478638;723.578247;117.276833;965.761475;1058.126343;383.642639;913.687012;1047.643799;234.077728;761.732544;725.769409;110.499367
58;815.167542;820.757019;147.197647;783.952271;726.375488;119.191566;965.960754;1059.166626;383.875244;913.877319;1049.90686;234.607651;758.796204;728.404724;113.208916
59;813.288269;823.545776;149.2453;781.630188;729.18512;121.307648;966.252625;1060.650879;384.009613;914.169556;1052.296875;235.168213;756.428467;731.283142;115.374596
60;811.453979;826.494507;151.101349;779.197266;732.076294;123.188499;966.407776;1061.999512;384.480011;914.712891;1054.371216;235.297516;754.460449;734.096252;116.803886
61;809.923157;829.19696;152.565125;776.694031;735.055603;125.499298;966.48468;1063.091064;384.988708;914.660217;1056.627686;235.688568;751.887024;737.405334;118.593483
62;807.755737;832.029053;154.145203;774.499146;738.184998;126.920502;966.498474;1064.307861;385.37204;914.214294;1059.014282;236.829727;749.369446;740.636597;120.846443
63;805.80542;835.262756;156.214859;771.786743;741.156494;129.094299;966.781616;1065.519165;385.491791;914.081055;1061.567871;237.504333;747.163879;744.027039;122.660789
64;803.624573;838.142456;157.235229;769.113159;744.221497;131.434555;967.143799;1066.684082;385.688019;914.195984;1064.158691;237.786728;744.591187;747.044128;124.649803
65;801.583435;840.983154;159.165146;766.426208;747.472229;133.276291;967.647461;1068.206787;385.7677;914.804749;1066.188965;237.491776;741.835571;750.220947;126.888817
66;799.649841;844.163635;161.000061;763.9328;750.84436;135.086014;967.833252;1069.42627;386.227081;915.351807;1068.650879;237.883636;739.473083;753.683289;129.049805
67;797.523193;847.315125;162.427444;761.438232;753.903076;136.869263;968.108032;1070.555054;386.490967;915.891052;1071.123169;238.243881;736.149597;756.957886;131.096222
68;795.331116;850.609009;164.217972;758.539917;757.328857;139.290039;968.1026;1072.015503;386.793793;915.451965;1073.296997;239.029068;734.078308;760.747192;132.095993
69;793.531982;853.670898;165.697647;755.730896;760.754883;141.035095;968.166626;1073.167236;387.119781;915.174011;1075.678589;240.082321;731.360046;764.307312;134.105316
70;791.558411;856.96051;167.260468;753.096497;764.066833;142.99884;968.593628;1074.508301;387.139313;915.426819;1077.949463;240.707443;728.716675;767.650818;136.234024
71;789.649109;860.18573;168.453491;750.18457;767.600525;144.614731;968.890381;1075.853271;387.241547;915.805786;1080.16272;241.272675;726.384888;771.24939;137.511597
72;787.391357;863.577209;170.225922;747.946106;770.886169;146.423859;969.071716;1076.890625;387.551697;916.062073;1082.35083;241.560226;722.9823;774.754456;139.999146
73;784.889893;866.7995;171.475189;745.208069;774.308777;148.090744;969.108826;1078.105957;387.771912;916.004395;1084.945557;241.965805;721.070557;778.508667;141.114029
74;782.838806;869.941467;172.635513;742.528076;777.826111;150.17067;969.060364;1079.472046;388.467163;916.148987;1087.327148;242.719086;721.085022;782.586182;139.609467
75;780.937927;873.351074;174.34375;739.756042;781.422058;151.655411;969.129211;1080.690063;388.9505;916.114136;1089.592773;243.418716;718.958923;786.227844;139.890335
76;779.119568;876.685974;176.064789;736.871826;784.837708;152.437637;969.423828;1081.933228;389.301544;916.167175;1091.473267;243.843521;717.16333;789.827637;141.11412
77;777.099365;879.859192;177.214172;734.507263;788.422974;154.54248;969.764954;1083.156982;389.556763;917.02594;1093.755615;244.007309;711.877991;793.416321;145.826126
78;774.6604;883.015747;178.585358;731.794006;791.987;156.605713;970.083313;1084.174927;389.829498;917.214111;1095.809448;244.466614;707.195068;796.604553;149.99263
79;773.049072;886.44104;180.105286;729.120667;795.412354;157.631439;970.264648;1085.193115;390.260071;916.757568;1098.029419;245.283539;704.239624;800.064819;151.995605
80;771.120667;889.79303;180.867142;726.804443;799.065369;159.225357;970.362549;1086.303711;390.811127;916.320068;1099.942017;246.432892;702.240173;803.830627;152.623459
81;769.08075;893.117615;182.017822;723.693665;802.593262;160.402466;970.49115;1087.333374;391.309235;916.151794;1102.063721;247.38147;702.477234;807.416748;150.240326
82;767.00354;896.099365;183.26944;721.897156;806.152954;161.655045;970.564148;1088.468872;391.788544;917.034302;1103.871338;247.838333;701.675354;811.746826;149.868027
83;765.337341;899.161316;184.672852;719.485291;809.49646;162.828766;970.78833;1089.630371;392.324127;917.517517;1105.702515;248.096237;696.247803;815.165222;154.682861
84;763.428894;902.417114;185.891235;716.06897;812.951782;163.827072;970.893005;1090.631592;392.560333;917.463013;1107.5802;248.820847;692.439758;818.624939;157.802231
85;761.387573;905.617126;186.830505;714.332825;816.332642;165.219299;971.050964;1091.527588;392.631927;916.91571;1109.438354;250.115799;690.161682;822.101746;158.535645
86;759.878418;908.565063;187.263657;712.112793;819.508118;166.709656;971.103333;1092.48877;392.843628;916.559082;1111.438477;251.164673;690.351135;825.262207;156.512054
87;758.085693;911.632263;188.497284;709.524475;822.847839;166.971512;971.14447;1093.517578;393.465118;916.786377;1113.222778;251.638443;690.482117;829.331848;155.393509
88;756.474731;914.805847;189.400665;707.164368;826.26593;168.142868;970.979248;1094.480225;394.062927;916.859192;1115.016968;252.231522;685.379272;832.768433;159.318405
89;754.605896;917.667297;190.286102;705.289734;829.475037;169.382309;971.358643;1095.43042;394.484406;917.120361;1116.528809;252.603775;684.285034;835.876587;158.782349
90;752.671631;920.651489;191.214844;702.429504;832.684143;170.562225;971.658936;1096.446411;394.877655;917.260498;1118.135742;253.001984;683.920044;838.965393;157.775528
91;751.362366;923.580322;191.753357;701.072754;835.734863;171.195969;971.905884;1097.319092;395.171539;917.406128;1119.758545;253.396698;681.483032;842.054443;158.941437
92;749.617371;926.228882;192.415283;698.88092;839.023804;171.736816;972.131836;1098.091431;395.562866;917.408081;1121.532471;254.031937;678.348267;844.943054;160.76474
93;748.001953;929.090576;193.346344;696.746704;841.937866;172.846054;972.087036;1098.751221;396.18573;917.32019;1123.163696;254.665909;676.348694;847.891724;161.414581
94;746.473145;931.817932;194.072693;695.281128;844.736511;173.378357;972.090454;1099.516602;396.695587;;;;674.922852;851.372925;161.900757
95;745.098694;934.34082;195.232147;693.46814;847.543274;174.053009;972.40332;1100.45752;397.100159;917.444031;1126.016846;255.869278;673.172729;854.385681;162.157379
96;743.746399;937.033875;195.054962;691.607056;850.297424;174.803604;972.531677;1101.159302;397.389404;917.855835;1127.282715;256.100616;672.100891;857.221252;162.422684
97;742.240356;939.71521;195.560394;689.589539;853.200684;175.062302;972.582214;1101.964233;397.570435;917.746765;1128.746704;256.719543;670.949768;860.193726;161.834152
98;740.944153;942.017639;195.928177;688.067444;855.854675;175.184677;972.745972;1102.740967;397.710968;918.276367;1130.06958;257.080658;669.700745;863.041504;162.570633
99;739.852234;944.381958;196.521561;686.620605;858.360046;175.826294;973.033142;1103.577026;397.827698;918.420959;1131.232544;257.465637;667.837402;865.788086;163.363037
100;738.67511;946.602844;196.623459;685.021301;861.111084;175.88884;973.145081;1104.17041;398.219177;918.337463;1132.377441;257.823761;666.37793;868.34314;163.029831
101;737.657166;949.133423;197.002945;683.757385;863.646362;175.80426;973.249512;1104.854736;398.530151;917.956909;1133.75415;258.445526;664.225647;870.640015;163.581345
102;736.332336;951.220581;197.288071;681.877991;865.852844;176.308914;973.533325;1105.334106;398.870392;917.734924;1134.920776;258.979218;663.239075;873.101318;163.593201
103;735.486633;953.384216;197.540543;681.008484;868.306396;176.728714;973.660034;1105.837891;399.174866;917.778015;1135.968262;259.176697;661.395203;875.223083;164.414581
104;734.574707;955.339294;197.609695;679.693665;870.618042;176.571823;973.679199;1106.422485;399.555084;917.921204;1137.115234;259.499268;660.12323;877.711243;164.397583
105;733.268127;957.340027;197.805344;678.555176;872.726318;176.440399;973.46344;1107.014648;400.125305;918.009949;1138.194702;259.83017;658.65387;879.934021;164.354889
106;732.289063;959.193481;197.455475;677.732849;874.682678;176.479599;973.535706;1107.59436;400.47995;918.386902;1139.034058;259.930939;657.521912;881.9953;164.662949
107;731.775452;961.073853;197.76976;676.387146;876.642578;176.454834;973.626465;1108.217407;400.80014;918.862732;1139.830811;260.081451;656.599487;884.009521;164.353683
