Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
1;795.743835;777.1474;100.14859;755.258362;962.383301;272.3255;782.835022;672.949219;50.161324;808.919128;691.371338;47.900227;746.269775;1059.728027;437.770264
2;795.825989;777.091614;100.29203;755.177673;962.471985;272.384857;782.814209;672.978455;50.168758;810.063354;690.706482;48.753796;746.398926;1059.891235;437.860321
3;795.822998;776.979553;100.31205;755.047119;962.571899;272.313141;782.838867;672.953674;50.140465;810.286621;690.211182;49.133675;746.508118;1059.934082;437.770233
4;795.772583;776.906494;100.400757;754.991455;962.652893;272.359955;782.846741;672.9646;50.173515;810.252258;690.198364;49.139553;746.522583;1060.039429;437.676331
5;795.717773;776.80481;100.462761;754.862549;962.772583;272.315063;782.880066;672.973755;50.174397;810.061096;690.375427;48.975647;746.502136;1060.043335;437.702789
6;795.698364;776.790283;100.540482;754.649963;962.935852;272.263489;782.743713;672.705261;50.281151;809.954163;690.362671;48.878265;746.459534;1060.133057;437.744507
7;795.676331;776.731201;100.668327;754.55835;963.154602;272.296204;782.705627;672.592773;50.31913;810.015442;690.507751;48.968689;746.528076;1060.255371;437.753204
8;795.596436;776.677185;100.738464;754.423706;963.37439;272.296875;782.753052;672.578918;50.3643;810.088867;690.549194;49.023975;746.570923;1060.359619;437.752319
9;795.645264;776.598389;100.803581;754.232422;963.518555;272.31189;782.822754;672.603333;50.337086;810.17865;690.380554;49.109493;746.5448;1060.466187;437.744049
10;795.649536;776.539917;100.955177;754.006897;963.76947;272.35553;782.9328;672.565308;50.273693;810.460144;690.430725;49.601994;746.512451;1060.585938;437.750244
11;795.697327;776.522156;101.056885;753.790955;964.0578;272.386108;782.968506;672.572021;50.430393;810.367737;690.386902;49.674129;746.594604;1060.698975;437.799072
