Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
1;884.67981;706.995422;126.528954;766.120544;687.048523;88.925598;833.033447;630.913086;82.734398;1106.468262;879.209106;277.120239;1123.678603;862.7688609999999;469.18197699999996
2;884.547791;706.952759;127.163483;766.259033;687.041809;89.055222;833.012573;630.962402;82.715057;1106.327026;879.260498;277.195404;1123.717041;862.933289;469.304108
3;884.390808;707.019104;127.612915;766.22998;686.936523;89.257935;832.906982;630.896851;82.904205;1106.172119;879.371155;277.297882;1123.297607;862.773621;469.017731
4;884.327393;707.117432;128.154068;766.269043;686.986389;89.603851;832.955078;630.873169;82.98098;1106.055176;879.604797;277.53125;1122.980469;862.614136;468.961761
5;884.065796;707.056946;128.866791;766.262146;686.955078;89.945122;832.945251;631.048889;83.135025;1105.94751;879.845398;277.690063;1122.226685;862.467712;469.072723
6;883.886597;706.968567;129.508438;766.094299;686.845642;90.422989;832.56366;631.004761;83.22464;1105.97229;880.14978;277.889008;1121.37146;862.423035;469.017853
7;883.835938;707.072021;130.024933;766.059937;686.808044;90.75119;832.846619;631.100464;83.602173;1105.884888;880.523987;278.108307;1120.753662;862.203247;468.966339
8;883.853149;707.094971;130.458344;766.06604;686.74585;91.306908;832.921326;631.069763;84.030052;1105.77478;880.881104;278.348541;1120.125977;861.952454;469.209503
9;883.918274;707.15979;130.787979;765.978821;686.891113;92.036873;832.904297;630.605957;84.920494;1105.610107;881.402344;278.614899;1119.424805;861.787109;469.235596
10;884.004028;707.304443;131.168808;765.96167;686.977295;92.604713;832.91272;630.251404;85.596199;1105.232544;881.761292;278.949615;1118.904907;861.703796;469.106506
11;883.960449;707.483337;131.670792;766.040222;687.044434;92.904434;832.781372;630.102112;85.960083;1104.901367;882.192688;279.221893;1118.323975;861.47345;468.955078
12;883.870117;707.684082;132.175034;766.088867;687.120178;93.19693;832.543335;630.509827;86.859978;1104.739136;882.549377;279.404938;1117.947876;861.332397;469.036682
13;883.790894;707.84845;132.894577;766.165588;687.159607;93.593918;832.507751;630.895508;87.605583;1104.559937;883.079712;279.631348;1117.615723;861.190613;468.936035
14;883.621033;708.073303;133.54216;766.060303;687.366577;94.396378;832.391907;631.014404;88.348099;1104.698364;883.494934;279.560455;1117.081543;860.976685;469.234741
