Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
1;883.144043;721.631409;117.81794;831.776428;630.547546;108.774475;1040.395142;859.394287;215.612686;1108.207764;857.208069;350.330444;764.024414;697.521973;117.069595
2;883.167542;721.645752;117.793411;831.699585;630.534058;108.802635;1040.953369;859.135559;215.2715;1108.29541;857.218811;350.402222;764.013916;697.625671;117.093552
3;883.132629;721.734253;117.714668;831.6875;630.52948;108.810699;1040.935791;859.256104;215.05336;1108.185059;857.226929;350.25119;764.011292;697.548279;117.087646
4;883.091003;721.771423;117.648201;831.6828;630.486938;108.487816;1040.844116;859.34137;215.122025;1108.125854;857.235352;350.223022;763.970764;697.506531;117.107971
5;883.102356;721.665649;117.685425;831.672363;630.506348;108.418076;1040.696655;859.458252;215.037796;1108.114502;857.24176;350.106476;763.947998;697.507446;117.129768
6;882.915466;721.710754;117.876022;831.649536;630.522705;108.450089;1040.65686;859.482056;215.06488;1108.102295;857.194763;350.026978;763.932434;697.507324;117.103882
7;883.058838;721.744263;117.825294;831.639587;630.518677;108.476204;1040.420776;859.667053;214.985092;1108.086792;857.197693;349.961945;763.947083;697.602539;117.134285
8;883.402771;721.553162;117.728172;831.596375;630.552307;108.768082;1040.244141;859.857788;214.913208;1108.018433;857.230774;349.850647;763.88501;697.521301;117.141525
9;883.545166;721.489014;117.754128;831.502441;630.515015;108.670387;1040.200073;860.065247;214.808975;1108.013306;857.203796;349.72821;763.873047;697.496399;117.182495
10;883.240234;721.600342;117.830574;831.429565;630.520386;108.658508;1039.978638;860.316528;214.753006;1107.901733;857.212769;349.702576;763.758972;697.489868;117.167267
11;883.082703;721.635742;117.859009;831.36615;630.526062;108.681923;1039.731201;860.490173;214.746048;1107.796753;857.216309;349.637085;763.73584;697.496765;117.208084
12;883.074524;721.621704;117.889397;831.296204;630.577148;108.805054;1039.523071;860.921204;214.458679;1107.949585;857.003479;349.470093;763.760315;697.501038;117.292023
13;883.225525;721.547546;117.981361;831.268433;630.585449;109.19458;1039.293091;861.304016;214.323608;1107.862671;856.919678;349.394928;763.744446;697.496094;117.343643
14;883.242798;721.509583;118.059143;831.203003;630.651733;109.319405;1039.22522;861.662537;214.344055;1107.75708;856.935608;349.168549;763.680359;697.485718;117.389694
15;883.273682;721.234497;118.43708;831.126526;630.736084;109.428688;1039.340088;861.892578;214.342667;1107.487427;857.012939;348.868927;763.891113;697.635437;117.194687
16;883.303101;721.418274;118.264565;831.030457;630.775085;109.451759;1039.243774;862.055054;214.310959;1107.488403;856.935303;349.096985;763.753174;697.59198;117.295273
17;883.320313;721.497314;118.236847;830.977356;630.876709;109.617058;1039.189697;862.283691;214.335159;1107.315308;856.960693;349.000031;763.878174;697.640076;117.199768
18;883.529236;721.327515;118.437286;830.820984;630.948914;109.946259;1039.109985;862.62146;214.286865;1107.003784;857.072937;348.714203;763.693665;697.58429;117.423233
19;883.599243;721.338257;118.534355;830.655396;631.01239;110.152321;1039.043823;862.878906;214.239761;1106.643066;857.150574;348.462494;763.493958;697.562866;117.658073
20;883.545105;721.340515;118.926727;830.644592;631.022339;110.212883;1039.012451;863.164673;214.318283;1106.196167;857.126709;348.22464;763.449341;697.562805;117.776627
21;883.390564;721.656433;119.635857;830.456482;631.209534;110.710022;1038.382324;863.633667;214.785309;1105.832153;856.989136;348.051208;763.472473;697.552673;117.829834
22;883.348022;721.62085;119.718132;830.288757;631.367371;111.009056;1038.64624;863.765869;214.664169;1105.218506;857.118896;348.124786;763.514465;697.453552;117.815422
23;883.506287;721.634521;120.105072;830.244934;631.451599;111.132767;1039.183594;863.731873;214.623367;1104.691528;857.074097;348.115509;763.514709;697.421448;117.831757
24;883.339478;722.012085;120.879822;830.713623;631.439758;111.481651;1039.415527;863.851746;214.576172;1104.221558;856.957275;348.081116;763.557129;697.419067;117.899132
25;883.055359;722.214783;121.323944;830.549377;631.652405;111.976707;1039.417358;864.056885;214.616074;1103.741211;856.787598;348.056976;763.577881;697.409058;117.998421
26;883.002625;722.096985;121.932281;830.34375;631.817871;112.516518;1039.540771;864.237976;214.598267;1103.134766;856.698425;347.995941;763.576782;697.40448;118.086189
27;882.972351;721.956543;122.355782;830.229919;631.924316;112.930977;1039.639648;864.484253;214.533447;1102.626343;856.604736;348.027344;763.57959;697.495728;118.106956
28;883.006348;721.956055;122.805206;830.097534;631.967163;113.420708;1039.682861;864.690674;214.53569;1102.289307;856.57428;348.077576;763.621277;697.510925;118.161896
29;883.053162;721.971802;123.167679;830.06012;632.032593;113.760788;1039.627197;864.899109;214.605026;1101.837769;856.711731;348.280396;763.51532;697.504517;118.211174
30;883.015747;721.968628;123.672241;830.042908;632.000183;114.109955;1039.534912;865.121338;214.69455;1101.200684;856.757935;348.379639;763.416199;697.493652;118.281746
31;883.078613;721.927673;124.105316;829.748352;632.029236;114.351677;1039.470581;865.285217;214.753937;1100.177856;856.900085;348.418427;763.366943;697.572144;118.476982
32;883.332642;721.644775;124.408844;829.734436;632.095642;114.919212;1039.529053;865.434875;214.765198;1099.046631;856.756714;348.392578;763.351746;697.619873;118.827309
